 >TARCEL: concentric ellipsoids; AX,AY,AZ= 20.0000 20.0000 20.0000 BX,BY,BZ= 10.0000 10.0000 10.0000
   1787   = NAT
   1.0000    .0000    .0000 = A_1 vector
    .0000   1.0000    .0000 = A_2 vector
 1.000000 1.000000 1.000000 = lattice spacings (d_x,d_y,d_z)/d
     JA  IX  IY  IZ ICOMP(x,y,z)
         1         13         -5         -2          1          1          1
         2         13         -4         -3          1          1          1
         3         13         -3         -3          1          1          1
         4         13          5          4          1          1          1
         5         14         -6         -2          1          1          1
         6         14         -5         -3          1          1          1
         7         14         -5         -2          1          1          1
         8         14         -5         -1          1          1          1
         9         14         -5          0          1          1          1
        10         14         -4         -4          1          1          1
        11         14         -4         -3          1          1          1
        12         14         -4         -2          1          1          1
        13         14         -4         -1          1          1          1
        14         14         -4          0          1          1          1
        15         14         -3         -4          1          1          1
        16         14         -3         -3          1          1          1
        17         14         -3         -2          1          1          1
        18         14         -3         -1          1          1          1
        19         14         -3          0          1          1          1
        20         14         -2         -2          1          1          1
        21         14         -2         -1          1          1          1
        22         14         -2          0          1          1          1
        23         14          3          3          1          1          1
        24         14          3          4          1          1          1
        25         14          4          3          1          1          1
        26         14          4          4          1          1          1
        27         14          4          5          1          1          1
        28         14          5          2          1          1          1
        29         14          5          3          1          1          1
        30         14          5          4          1          1          1
        31         14          5          5          1          1          1
        32         14          6          3          1          1          1
        33         14          6          4          1          1          1
        34         14          9         10          1          1          1
        35         14         10         10          1          1          1
        36         14         11          8          1          1          1
        37         14         11          9          1          1          1
        38         15         -6         -3          1          1          1
        39         15         -6         -2          1          1          1
        40         15         -6         -1          1          1          1
        41         15         -5         -4          1          1          1
        42         15         -5         -3          1          1          1
        43         15         -5         -2          1          1          1
        44         15         -5         -1          1          1          1
        45         15         -5          0          1          1          1
        46         15         -5          1          1          1          1
        47         15         -4         -4          1          1          1
        48         15         -4         -3          1          1          1
        49         15         -4         -2          1          1          1
        50         15         -4         -1          1          1          1
        51         15         -4          0          1          1          1
        52         15         -4          1          1          1          1
        53         15         -4          2          1          1          1
        54         15         -4          3          1          1          1
        55         15         -4          4          1          1          1
        56         15         -3         -4          1          1          1
        57         15         -3         -3          1          1          1
        58         15         -3         -2          1          1          1
        59         15         -3         -1          1          1          1
        60         15         -3          0          1          1          1
        61         15         -3          1          1          1          1
        62         15         -3          2          1          1          1
        63         15         -3          3          1          1          1
        64         15         -3          4          1          1          1
        65         15         -3          5          1          1          1
        66         15         -2         -3          1          1          1
        67         15         -2         -2          1          1          1
        68         15         -2         -1          1          1          1
        69         15         -2          0          1          1          1
        70         15         -2          1          1          1          1
        71         15         -2          2          1          1          1
        72         15         -2          3          1          1          1
        73         15         -2          4          1          1          1
        74         15         -2          5          1          1          1
        75         15         -1         -2          1          1          1
        76         15         -1         -1          1          1          1
        77         15         -1          0          1          1          1
        78         15          2          3          1          1          1
        79         15          2          4          1          1          1
        80         15          2          5          1          1          1
        81         15          3          2          1          1          1
        82         15          3          3          1          1          1
        83         15          3          4          1          1          1
        84         15          3          5          1          1          1
        85         15          3          6          1          1          1
        86         15          4          1          1          1          1
        87         15          4          2          1          1          1
        88         15          4          3          1          1          1
        89         15          4          4          1          1          1
        90         15          4          5          1          1          1
        91         15          4          6          1          1          1
        92         15          5          1          1          1          1
        93         15          5          2          1          1          1
        94         15          5          3          1          1          1
        95         15          5          4          1          1          1
        96         15          5          5          1          1          1
        97         15          5          6          1          1          1
        98         15          6          2          1          1          1
        99         15          6          3          1          1          1
       100         15          6          4          1          1          1
       101         15          6          5          1          1          1
       102         15          7          3          1          1          1
       103         15          7          4          1          1          1
       104         15          8          8          1          1          1
       105         15          8          9          1          1          1
       106         15          8         10          1          1          1
       107         15          9          7          1          1          1
       108         15          9          8          1          1          1
       109         15          9          9          1          1          1
       110         15          9         10          1          1          1
       111         15          9         11          1          1          1
       112         15         10          7          1          1          1
       113         15         10          8          1          1          1
       114         15         10          9          1          1          1
       115         15         10         10          1          1          1
       116         15         10         11          1          1          1
       117         15         11          7          1          1          1
       118         15         11          8          1          1          1
       119         15         11          9          1          1          1
       120         15         11         10          1          1          1
       121         15         11         11          1          1          1
       122         15         12          3          1          1          1
       123         15         12          4          1          1          1
       124         15         12          5          1          1          1
       125         15         12          8          1          1          1
       126         15         12          9          1          1          1
       127         15         12         10          1          1          1
       128         15         13          4          1          1          1
       129         15         13          5          1          1          1
       130         15         13          6          1          1          1
       131         16         -7         -2          1          1          1
       132         16         -6         -3          1          1          1
       133         16         -6         -2          1          1          1
       134         16         -6         -1          1          1          1
       135         16         -6          0          1          1          1
       136         16         -5         -4          1          1          1
       137         16         -5         -3          1          1          1
       138         16         -5         -2          1          1          1
       139         16         -5         -1          1          1          1
       140         16         -5          0          1          1          1
       141         16         -5          1          1          1          1
       142         16         -5          2          1          1          1
       143         16         -5          3          1          1          1
       144         16         -5          4          1          1          1
       145         16         -4         -4          1          1          1
       146         16         -4         -3          1          1          1
       147         16         -4         -2          1          1          1
       148         16         -4         -1          1          1          1
       149         16         -4          0          1          1          1
       150         16         -4          1          1          1          1
       151         16         -4          2          1          1          1
       152         16         -4          3          1          1          1
       153         16         -4          4          1          1          1
       154         16         -4          5          1          1          1
       155         16         -3         -3          1          1          1
       156         16         -3         -2          1          1          1
       157         16         -3         -1          1          1          1
       158         16         -3          0          1          1          1
       159         16         -3          1          1          1          1
       160         16         -3          2          1          1          1
       161         16         -3          3          1          1          1
       162         16         -3          4          1          1          1
       163         16         -3          5          1          1          1
       164         16         -3          6          1          1          1
       165         16         -2         -3          1          1          1
       166         16         -2         -2          1          1          1
       167         16         -2         -1          1          1          1
       168         16         -2          0          1          1          1
       169         16         -2          1          1          1          1
       170         16         -2          2          1          1          1
       171         16         -2          3          1          1          1
       172         16         -2          4          1          1          1
       173         16         -2          5          1          1          1
       174         16         -1         -3          1          1          1
       175         16         -1         -2          1          1          1
       176         16         -1         -1          1          1          1
       177         16         -1          0          1          1          1
       178         16         -1          2          1          1          1
       179         16         -1          3          1          1          1
       180         16         -1          4          1          1          1
       181         16         -1          5          1          1          1
       182         16          0          3          1          1          1
       183         16          0          4          1          1          1
       184         16          2          2          1          1          1
       185         16          2          3          1          1          1
       186         16          2          4          1          1          1
       187         16          2          5          1          1          1
       188         16          3          2          1          1          1
       189         16          3          3          1          1          1
       190         16          3          4          1          1          1
       191         16          3          5          1          1          1
       192         16          3          6          1          1          1
       193         16          4          1          1          1          1
       194         16          4          2          1          1          1
       195         16          4          3          1          1          1
       196         16          4          4          1          1          1
       197         16          4          5          1          1          1
       198         16          4          6          1          1          1
       199         16          5          1          1          1          1
       200         16          5          2          1          1          1
       201         16          5          3          1          1          1
       202         16          5          4          1          1          1
       203         16          5          5          1          1          1
       204         16          5          6          1          1          1
       205         16          5          7          1          1          1
       206         16          5          8          1          1          1
       207         16          6          2          1          1          1
       208         16          6          3          1          1          1
       209         16          6          4          1          1          1
       210         16          6          5          1          1          1
       211         16          6          6          1          1          1
       212         16          6          7          1          1          1
       213         16          6          8          1          1          1
       214         16          7          3          1          1          1
       215         16          7          4          1          1          1
       216         16          7          5          1          1          1
       217         16          7          6          1          1          1
       218         16          7          7          1          1          1
       219         16          7          8          1          1          1
       220         16          7          9          1          1          1
       221         16          8          6          1          1          1
       222         16          8          7          1          1          1
       223         16          8          8          1          1          1
       224         16          8          9          1          1          1
       225         16          8         10          1          1          1
       226         16          8         11          1          1          1
       227         16          9          6          1          1          1
       228         16          9          7          1          1          1
       229         16          9          8          1          1          1
       230         16          9          9          1          1          1
       231         16          9         10          1          1          1
       232         16          9         11          1          1          1
       233         16         10          5          1          1          1
       234         16         10          6          1          1          1
       235         16         10          7          1          1          1
       236         16         10          8          1          1          1
       237         16         10          9          1          1          1
       238         16         10         10          1          1          1
       239         16         10         11          1          1          1
       240         16         11          3          1          1          1
       241         16         11          4          1          1          1
       242         16         11          5          1          1          1
       243         16         11          6          1          1          1
       244         16         11          7          1          1          1
       245         16         11          8          1          1          1
       246         16         11          9          1          1          1
       247         16         11         10          1          1          1
       248         16         11         11          1          1          1
       249         16         12          2          1          1          1
       250         16         12          3          1          1          1
       251         16         12          4          1          1          1
       252         16         12          5          1          1          1
       253         16         12          6          1          1          1
       254         16         12          7          1          1          1
       255         16         12          8          1          1          1
       256         16         12          9          1          1          1
       257         16         12         10          1          1          1
       258         16         13          3          1          1          1
       259         16         13          4          1          1          1
       260         16         13          5          1          1          1
       261         16         13          6          1          1          1
       262         16         13          7          1          1          1
       263         16         13          9          1          1          1
       264         16         14          3          1          1          1
       265         16         14          4          1          1          1
       266         16         14          5          1          1          1
       267         16         14          6          1          1          1
       268         16         14          7          1          1          1
       269         17         -7         -2          1          1          1
       270         17         -7         -1          1          1          1
       271         17         -6         -3          1          1          1
       272         17         -6         -2          1          1          1
       273         17         -6         -1          1          1          1
       274         17         -5         -4          1          1          1
       275         17         -5         -3          1          1          1
       276         17         -5         -2          1          1          1
       277         17         -5         -1          1          1          1
       278         17         -5          0          1          1          1
       279         17         -5          1          1          1          1
       280         17         -5          2          1          1          1
       281         17         -5          3          1          1          1
       282         17         -5          4          1          1          1
       283         17         -5          5          1          1          1
       284         17         -4         -4          1          1          1
       285         17         -4         -3          1          1          1
       286         17         -4         -2          1          1          1
       287         17         -4         -1          1          1          1
       288         17         -4          0          1          1          1
       289         17         -4          1          1          1          1
       290         17         -4          2          1          1          1
       291         17         -4          3          1          1          1
       292         17         -4          4          1          1          1
       293         17         -4          5          1          1          1
       294         17         -4          6          1          1          1
       295         17         -3         -3          1          1          1
       296         17         -3         -2          1          1          1
       297         17         -3         -1          1          1          1
       298         17         -3          0          1          1          1
       299         17         -3          1          1          1          1
       300         17         -3          2          1          1          1
       301         17         -3          3          1          1          1
       302         17         -3          4          1          1          1
       303         17         -3          5          1          1          1
       304         17         -3          6          1          1          1
       305         17         -2         -3          1          1          1
       306         17         -2         -2          1          1          1
       307         17         -2         -1          1          1          1
       308         17         -2          0          1          1          1
       309         17         -2          1          1          1          1
       310         17         -2          2          1          1          1
       311         17         -2          3          1          1          1
       312         17         -2          4          1          1          1
       313         17         -2          5          1          1          1
       314         17         -2          6          1          1          1
       315         17         -1         -2          1          1          1
       316         17         -1         -1          1          1          1
       317         17         -1          0          1          1          1
       318         17         -1          1          1          1          1
       319         17         -1          2          1          1          1
       320         17         -1          3          1          1          1
       321         17         -1          4          1          1          1
       322         17         -1          5          1          1          1
       323         17         -1          6          1          1          1
